rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
29711,棚卸し,たなおろし,0.607801,0.607801,0.0,0.60-0.65,0.607801,0.0,17861.0,normal_vocab,,,,,,,,,,,0.137416,0.0,0.0,0.0,0.0,0.0,0.776326,1.0,0.0,1.0,1.0,0.137416,0.776326,0.35
29712,与信,よしん,0.607813,0.607813,0.0,0.60-0.65,0.607813,0.0,,normal_vocab,,,,,,,,,,,0.058021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058021,0.941979,0.329693
29713,ぽちぽち,ぽちぽち,0.607824,0.607824,0.0,0.60-0.65,0.607824,0.0,,normal_vocab,,,,,,,,,,,0.016218,0.0,0.0,0.0,0.0,0.0,0.122973,0.0,0.0,0.0,0.0,0.0,0.983782,0.344324
29714,インシデント,いんしでんと,0.607836,0.607836,0.0,0.60-0.65,0.607836,0.0,17861.0,normal_vocab,,,,,,,,,,,0.026089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29715,肉球,にくきゅう,0.607847,0.607847,0.0,0.60-0.65,0.607847,0.0,,normal_vocab,,,,,,,,,,,0.021285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005321,0.978715,0.34255
29716,イソジン,いそじん,0.607859,0.607859,0.0,0.60-0.65,0.607859,0.0,,deprioritized_vocab,,,,,,,,,,,0.030656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969344,0.33927
29717,割礼,かつれい,0.607871,0.607871,0.0,0.60-0.65,0.607871,0.0,,normal_vocab,,,,,,,,,,,0.035614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.035614,0.964386,0.337535
29718,グリフ,ぐりふ,0.607882,0.607882,0.0,0.60-0.65,0.607882,0.0,,deprioritized_vocab,,,,,,,,,,,0.009269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990731,0.346756
29719,身構える,みがまえる,0.607894,0.607894,0.0,0.60-0.65,0.607894,0.0,14690.0,normal_vocab,,,,,,,,,,,0.124246,0.0,0.0,0.0,0.0,0.0,0.689385,1.0,0.0,0.0,0.0,0.124246,0.689385,0.241285
29720,乳化,にゅうか,0.607905,0.607905,0.0,0.60-0.65,0.607905,0.0,,normal_vocab,,,,,,,,,,,0.072067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.927933,0.324777
29721,性差,せいさ,0.607917,0.607917,0.0,0.60-0.65,0.607917,0.0,,normal_vocab,,,,,,,,,,,0.084618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.915382,0.320384
29722,落ち込み,おちこみ,0.607928,0.607928,0.0,0.60-0.65,0.607928,0.0,12560.0,normal_vocab,,,,,,,,,,,0.131387,0.0,0.0,0.0,0.0,0.0,0.671533,1.0,0.0,0.0,0.0,0.131387,0.671533,0.235036
29723,玄室,げんしつ,0.60794,0.60794,0.0,0.60-0.65,0.60794,0.0,14690.0,normal_vocab,,,,,,,,,,,0.031921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023941,0.0,0.008379
29724,ＡＥ,えーいー,0.607952,0.607952,0.0,0.60-0.65,0.607952,0.0,3607.0,deprioritized_vocab,,,,,,,,,,,0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29725,牌,はい,0.607963,0.607963,0.0,0.60-0.65,0.607963,0.0,,normal_vocab,,,,,,,,,,,0.048549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.951451,0.333008
29726,曹長,そうちょう,0.607975,0.607975,0.0,0.60-0.65,0.607975,0.0,,normal_vocab,,,,,,,,,,,0.080991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.080991,0.919009,0.321653
29727,雲泥,うんでい,0.607998,0.607998,0.0,0.60-0.65,0.607998,0.0,23544.0,normal_vocab,,,,,,,,,,,0.051137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.051137,0.0,0.017898
29728,総研,そうけん,0.60801,0.60801,0.0,0.60-0.65,0.60801,0.0,8378.0,normal_vocab,,,,,,,,,,,0.329273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.055859,0.0,0.01233
29729,濃いめ,こいめ,0.608021,0.608021,0.0,0.60-0.65,0.608021,0.0,,normal_vocab,,,,,,,,,,,0.063541,0.0,0.0,0.0,0.0,0.0,0.841147,1.0,0.0,0.0,0.0,0.063541,0.936459,0.327761
29730,叙事,じょじ,0.608033,0.608033,0.0,0.60-0.65,0.608033,0.0,,normal_vocab,,,,,,,,,,,0.074479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01862,0.925521,0.323932
29731,没入,ぼつにゅう,0.608044,0.608044,0.0,0.60-0.65,0.608044,0.0,,normal_vocab,,,,,,,,,,,0.042026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.042026,0.957974,0.335291
29732,美大,びだい,0.608056,0.608056,0.0,0.60-0.65,0.608056,0.0,,normal_vocab,,,,,,,,,,,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0437,0.9563,0.334705
29733,蓋然,がいぜん,0.608068,0.608068,0.0,0.60-0.65,0.608068,0.0,,normal_vocab,,,,,,,,,,,0.095671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.904329,0.316515
29734,ティア,てぃあ,0.608079,0.608079,0.0,0.60-0.65,0.608079,0.0,,normal_vocab,,,,,,,,,,,0.000882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999118,0.349691
29735,手工,しゅこう,0.608091,0.608091,0.0,0.60-0.65,0.608091,0.0,,normal_vocab,,,,,,,,,,,0.097546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024386,0.902454,0.315859
29736,穴子,あなご,0.608102,0.608102,0.0,0.60-0.65,0.608102,0.0,,normal_vocab,,,,,,,,,,,0.08136,0.0,0.0,0.0,0.0,1.0,0.826776,1.0,0.0,0.0,1.0,0.08136,0.91864,0.321524
29737,烏頭,うず,0.608114,0.608114,0.0,0.60-0.65,0.608114,0.0,,normal_vocab,,,,,,,,,,,0.034399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.034399,0.965601,0.33796
29738,寝転がる,ねころがる,0.608126,0.608126,0.0,0.60-0.65,0.608126,0.0,,normal_vocab,,,,,,,,,,,0.099081,0.0,0.0,0.0,0.0,0.0,0.752298,1.0,0.0,0.0,0.0,0.099081,0.900919,0.315322
29739,オーバーオール,おーばーおーる,0.608137,0.608137,0.0,0.60-0.65,0.608137,0.0,,normal_vocab,,,,,,,,,,,0.039166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960834,0.336292
29740,こつん,こつん,0.608149,0.608149,0.0,0.60-0.65,0.608149,0.0,11065.0,normal_vocab,,,,,,,,,,,0.085,0.0,0.0,0.0,0.0,0.0,0.088767,0.0,0.0,0.0,0.0,0.0,0.088767,0.031068
29741,獄,ごく,0.60816,0.60816,0.0,0.60-0.65,0.60816,0.0,,normal_vocab,,,,,,,,,,,0.09847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09847,0.90153,0.35
29742,分館,ぶんかん,0.608172,0.608172,0.0,0.60-0.65,0.608172,0.0,,normal_vocab,,,,,,,,,,,0.102075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.076556,0.897925,0.314274
29743,一瞥,いちべつ,0.608184,0.608184,0.0,0.60-0.65,0.608184,0.0,23544.0,normal_vocab,,,,,,,,,,,0.115749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.115749,0.0,0.040512
29744,天主,てんしゅ,0.608195,0.608195,0.0,0.60-0.65,0.608195,0.0,,normal_vocab,,,,,,,,,,,0.075662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.075662,0.924338,0.323518
29745,歯列,しれつ,0.608207,0.608207,0.0,0.60-0.65,0.608207,0.0,,normal_vocab,,,,,,,,,,,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010925,0.9563,0.334705
29746,風体,ふうてい,0.608218,0.608218,0.0,0.60-0.65,0.608218,0.0,,normal_vocab,,,,,,,,,,,0.080248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.060186,0.919752,0.321913
29747,如何な,いかな,0.60823,0.60823,0.0,0.60-0.65,0.60823,0.0,,normal_vocab,,,,,,,,,,,0.071659,0.0,0.0,0.0,0.0,1.0,0.835507,1.0,0.0,0.0,1.0,0.071659,0.928341,0.324919
29748,山女,やまめ,0.608241,0.608241,0.0,0.60-0.65,0.608241,0.0,14690.0,normal_vocab,,,,,,,,,,,0.059898,0.0,0.0,0.0,0.0,1.0,0.235025,1.0,0.0,0.0,1.0,0.059898,0.235025,0.245
29749,きつめ,きつめ,0.608253,0.608253,0.0,0.60-0.65,0.608253,0.0,,normal_vocab,,,,,,,,,,,0.038584,0.0,0.0,0.0,0.0,1.0,0.090133,0.0,0.0,1.0,1.0,0.038584,0.961416,0.35
29750,坂路,はんろ,0.608265,0.608265,0.0,0.60-0.65,0.608265,0.0,,normal_vocab,,,,,,,,,,,0.056589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028294,0.943411,0.330194
29751,雑念,ざつねん,0.608276,0.608276,0.0,0.60-0.65,0.608276,0.0,17861.0,normal_vocab,,,,,,,,,,,0.045887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29752,どっこいしょ,どっこいしょ,0.608288,0.608288,0.0,0.60-0.65,0.608288,0.0,,normal_vocab,,,,,,,,,,,0.024742,0.0,0.0,0.0,0.0,0.0,0.182861,0.0,0.0,0.0,0.0,0.0,0.975258,0.34134
29753,べろべろ,べろべろ,0.608299,0.608299,0.0,0.60-0.65,0.608299,0.0,,normal_vocab,,,,,,,,,,,0.032547,0.0,0.0,0.0,0.0,0.0,0.120932,0.0,0.0,0.0,0.0,0.0,0.967453,0.338609
29754,同紙,どうし,0.608311,0.608311,0.0,0.60-0.65,0.608311,0.0,14690.0,normal_vocab,,,,,,,,,,,0.060361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29755,グーグル,ぐーぐる,0.608323,0.608323,0.0,0.60-0.65,0.608323,0.0,17861.0,deprioritized_vocab,,,,,,,,,,,0.128994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29756,わんさか,わんさか,0.608334,0.608334,0.0,0.60-0.65,0.608334,0.0,,normal_vocab,,,,,,,,,,,0.047493,0.0,0.0,0.0,0.0,0.0,0.119063,0.0,0.0,0.0,0.0,0.0,0.952507,0.333377
29757,ルノー,るのー,0.608346,0.608346,0.0,0.60-0.65,0.608346,0.0,,deprioritized_vocab,,,,,,,,,,,0.088109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911891,0.319162
29758,磁界,じかい,0.608357,0.608357,0.0,0.60-0.65,0.608357,0.0,,normal_vocab,,,,,,,,,,,0.072473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.927527,0.324634
29759,元ねた,もとねた,0.608369,0.608369,0.0,0.60-0.65,0.608369,0.0,,normal_vocab,,,,,,,,,,,0.036216,0.0,0.0,0.0,0.0,0.0,0.433703,1.0,0.0,1.0,0.0,0.036216,0.963784,0.35
29760,弄ぶ,もてあそぶ,0.608381,0.608381,0.0,0.60-0.65,0.608381,0.0,17861.0,normal_vocab,,,,,,,,,,,0.132667,0.0,0.0,0.0,0.0,0.0,0.668333,1.0,0.0,0.0,1.0,0.132667,0.668333,0.245
29761,がぶり,がぶり,0.608392,0.608392,0.0,0.60-0.65,0.608392,0.0,,normal_vocab,,,,,,,,,,,0.034399,0.0,0.0,0.0,0.0,0.0,0.090525,0.0,0.0,0.0,0.0,0.0,0.965601,0.33796
29762,ごっちゃ,ごっちゃ,0.608404,0.608404,0.0,0.60-0.65,0.608404,0.0,,normal_vocab,,,,,,,,,,,0.044252,0.0,0.0,0.0,0.0,0.0,0.119469,0.0,0.0,0.0,0.0,0.0,0.955748,0.334512
29763,若衆,わかしゅ,0.608415,0.608415,0.0,0.60-0.65,0.608415,0.0,23544.0,normal_vocab,,,,,,,,,,,0.099989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.049994,1.0,0.35
29764,笹身,ささみ,0.608427,0.608427,0.0,0.60-0.65,0.608427,0.0,11065.0,normal_vocab,,,,,,,,,,,0.099385,0.0,0.0,0.0,0.0,1.0,0.810553,1.0,0.0,0.0,1.0,0.099385,0.810553,0.283694
29765,たんまり,たんまり,0.608438,0.608438,0.0,0.60-0.65,0.608438,0.0,17861.0,normal_vocab,,,,,,,,,,,0.027417,0.0,0.0,0.0,0.0,0.0,0.121573,0.0,0.0,0.0,0.0,0.0,0.121573,0.042551
29766,連ドラ,れんどら,0.60845,0.60845,0.0,0.60-0.65,0.60845,0.0,14690.0,normal_vocab,,,,,,,,,,,0.054643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.054643,0.0,0.019125
29767,客体,きゃくたい,0.608462,0.608462,0.0,0.60-0.65,0.608462,0.0,,normal_vocab,,,,,,,,,,,0.094719,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02368,0.905281,0.316848
29768,闇市,やみいち,0.608473,0.608473,0.0,0.60-0.65,0.608473,0.0,,normal_vocab,,,,,,,,,,,0.068327,0.0,0.0,0.0,0.0,0.0,0.698755,1.0,0.0,0.0,0.0,0.034164,0.931673,0.326086
29769,姿形,すがたかたち,0.608485,0.608485,0.0,0.60-0.65,0.608485,0.0,,normal_vocab,,,,,,,,,,,0.075662,0.0,0.0,0.0,0.0,0.0,0.831904,1.0,0.0,0.0,0.0,0.037831,0.924338,0.323518
29770,ひひひ,ひひひ,0.608496,0.608496,0.0,0.60-0.65,0.608496,0.0,,normal_vocab,,,,,,,,,,,0.036216,0.0,0.0,0.0,0.0,0.0,0.090355,0.0,0.0,1.0,0.0,0.0,0.963784,0.35
29771,はためく,はためく,0.608508,0.608508,0.0,0.60-0.65,0.608508,0.0,,normal_vocab,,,,,,,,,,,0.066182,0.0,0.0,0.0,0.0,0.0,0.116727,0.0,0.0,0.0,0.0,0.0,0.933818,0.326836
29772,羅,ら,0.60852,0.60852,0.0,0.60-0.65,0.60852,0.0,,normal_vocab,,,,,,,,,,,0.095671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095671,0.904329,0.35
29773,汁粉,しるこ,0.608531,0.608531,0.0,0.60-0.65,0.608531,0.0,23544.0,normal_vocab,,,,,,,,,,,0.059432,0.0,0.0,0.0,0.0,1.0,0.846511,1.0,0.0,0.0,1.0,0.0,0.846511,0.296279
29774,もげる,もげる,0.608543,0.608543,0.0,0.60-0.65,0.608543,0.0,23544.0,normal_vocab,,,,,,,,,,,0.031921,0.0,0.0,0.0,0.0,1.0,0.090757,0.0,0.0,1.0,1.0,0.0,0.090757,0.35
29775,雨風,あめかぜ,0.608554,0.608554,0.0,0.60-0.65,0.608554,0.0,23544.0,normal_vocab,,,,,,,,,,,0.046425,0.0,0.0,0.0,0.0,0.0,0.554265,1.0,0.0,0.0,0.0,0.023212,0.554265,0.193993
29776,曝け出す,さらけだす,0.608566,0.608566,0.0,0.60-0.65,0.608566,0.0,14690.0,normal_vocab,,,,,,,,,,,0.123313,0.0,0.0,0.0,0.0,0.0,0.771485,1.0,0.0,1.0,0.0,0.123313,0.771485,0.35
29777,数的,かずてき,0.608577,0.608577,0.0,0.60-0.65,0.608577,0.0,,normal_vocab,,,,,,,,,,,0.018424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013818,0.981576,0.343552
29778,尻目,しりめ,0.608589,0.608589,0.0,0.60-0.65,0.608589,0.0,23544.0,normal_vocab,,,,,,,,,,,0.07683,0.0,0.0,0.0,0.0,0.0,0.646219,1.0,0.0,1.0,0.0,0.07683,0.646219,0.35
29779,けしからん,けしからん,0.608601,0.608601,0.0,0.60-0.65,0.608601,0.0,14690.0,normal_vocab,,,,,,,,,,,0.073281,0.0,0.0,0.0,0.0,1.0,0.1448,0.0,0.0,0.0,1.0,0.0,0.1448,0.245
29780,ビッチ,びっち,0.608612,0.608612,0.0,0.60-0.65,0.608612,0.0,,normal_vocab,,,,,,,,,,,0.049072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950928,0.332825
29781,重ね合わせる,かさねあわせる,0.608624,0.608624,0.0,0.60-0.65,0.608624,0.0,14690.0,normal_vocab,,,,,,,,,,,0.12118,0.0,0.0,0.0,0.0,0.0,0.69705,1.0,0.0,0.0,0.0,0.12118,0.69705,0.243967
29782,調,つき,0.608635,0.608635,0.0,0.60-0.65,0.608635,0.0,,normal_vocab,,,,,,,,,,,0.001756,0.0,0.0,0.0,0.0,0.0,0.99561,1.0,0.0,1.0,0.0,0.001756,0.998244,0.35
29783,水音,みずおと,0.608647,0.608647,0.0,0.60-0.65,0.608647,0.0,23544.0,normal_vocab,,,,,,,,,,,0.073682,0.0,0.0,0.0,0.0,0.0,0.416843,1.0,0.0,0.0,0.0,0.073682,0.416843,0.145895
29784,掻き分ける,かきわける,0.608659,0.608659,0.0,0.60-0.65,0.608659,0.0,23544.0,normal_vocab,,,,,,,,,,,0.135586,0.0,0.0,0.0,0.0,0.0,0.661035,1.0,0.0,1.0,0.0,0.135586,0.661035,0.35
29785,焼き上がる,やきあがる,0.60867,0.60867,0.0,0.60-0.65,0.60867,0.0,,normal_vocab,,,,,,,,,,,0.090476,0.0,0.0,0.0,0.0,0.0,0.77381,1.0,0.0,0.0,0.0,0.090476,0.909524,0.318333
29786,斯かる,かかる,0.608682,0.608682,0.0,0.60-0.65,0.608682,0.0,,normal_vocab,,,,,,,,,,,0.116508,0.0,0.0,0.0,0.0,1.0,0.777473,1.0,0.0,0.0,1.0,0.0,0.883492,0.309222
29787,後生,ごしょう,0.608693,0.608693,0.0,0.60-0.65,0.608693,0.0,,normal_vocab,,,,,,,,,,,0.074081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.074081,0.925919,0.324072
29788,脳幹,のうかん,0.608705,0.608705,0.0,0.60-0.65,0.608705,0.0,14690.0,normal_vocab,,,,,,,,,,,0.079123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.079123,0.0,0.027693
29789,魔剣,まけん,0.608717,0.608717,0.0,0.60-0.65,0.608717,0.0,,normal_vocab,,,,,,,,,,,0.019865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.980135,0.343047
29790,体言,たいげん,0.608728,0.608728,0.0,0.60-0.65,0.608728,0.0,,normal_vocab,,,,,,,,,,,0.031921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01596,0.968079,0.338828
29791,へっぽこ,へっぽこ,0.60874,0.60874,0.0,0.60-0.65,0.60874,0.0,,normal_vocab,,,,,,,,,,,0.020578,0.0,0.0,0.0,0.0,0.0,0.122428,0.0,0.0,0.0,0.0,0.0,0.979422,0.342798
29792,外為,がいため,0.608751,0.608751,0.0,0.60-0.65,0.608751,0.0,,normal_vocab,,,,,,,,,,,0.101187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.101187,0.898813,0.314585
29793,ハニー,はにー,0.608763,0.608763,0.0,0.60-0.65,0.608763,0.0,23544.0,normal_vocab,,,,,,,,,,,0.135175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35
29794,五穀,ごこく,0.608774,0.608774,0.0,0.60-0.65,0.608774,0.0,14690.0,normal_vocab,,,,,,,,,,,0.070423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.070423,0.0,0.024648
29795,てこ,てこ,0.608786,0.608786,0.0,0.60-0.65,0.608786,0.0,,normal_vocab,,,,,,,,,,,0.014718,0.0,0.0,0.0,0.0,1.0,0.06158,0.0,0.0,0.0,1.0,0.0,0.985282,0.344849
29796,こよなく,こよなく,0.608798,0.608798,0.0,0.60-0.65,0.608798,0.0,,normal_vocab,,,,,,,,,,,0.068327,0.0,0.0,0.0,0.0,0.0,0.116459,0.0,0.0,0.0,0.0,0.0,0.931673,0.326086
29797,ずんぐり,ずんぐり,0.608809,0.608809,0.0,0.60-0.65,0.608809,0.0,,normal_vocab,,,,,,,,,,,0.078365,0.0,0.0,0.0,0.0,0.0,0.115204,0.0,0.0,0.0,0.0,0.0,0.921635,0.322572
29798,御巡り,おまわり,0.608821,0.608821,0.0,0.60-0.65,0.608821,0.0,17861.0,normal_vocab,,,,,,,,,,,0.102369,0.0,0.0,0.0,0.0,1.0,0.897631,1.0,0.0,1.0,1.0,0.102369,1.0,0.35
29799,せこい,せこい,0.608832,0.608832,0.0,0.60-0.65,0.608832,0.0,17861.0,normal_vocab,,,,,,,,,,,0.084973,0.0,0.0,0.0,0.0,0.0,0.915027,0.0,0.0,0.0,1.0,0.0,1.0,0.35
29800,満室,まんしつ,0.608844,0.608844,0.0,0.60-0.65,0.608844,0.0,17861.0,normal_vocab,,,,,,,,,,,0.06959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06959,0.0,0.024357
29801,内股,うちまた,0.608855,0.608855,0.0,0.60-0.65,0.608855,0.0,14690.0,normal_vocab,,,,,,,,,,,0.057069,0.0,0.0,0.0,0.0,0.0,0.660052,1.0,0.0,1.0,0.0,0.057069,0.660052,0.35
29802,あわや,あわや,0.608867,0.608867,0.0,0.60-0.65,0.608867,0.0,,normal_vocab,,,,,,,,,,,0.056106,0.0,0.0,0.0,0.0,0.0,0.08849,0.0,0.0,0.0,0.0,0.0,0.943894,0.330363
29803,ぽいぽい,ぽいぽい,0.608879,0.608879,0.0,0.60-0.65,0.608879,0.0,,normal_vocab,,,,,,,,,,,0.010859,0.0,0.0,0.0,0.0,0.0,0.123643,0.0,0.0,0.0,0.0,0.0,0.989141,0.346199
29804,のっぺり,のっぺり,0.60889,0.60889,0.0,0.60-0.65,0.60889,0.0,,normal_vocab,,,,,,,,,,,0.040321,0.0,0.0,0.0,0.0,0.0,0.11996,0.0,0.0,0.0,0.0,0.0,0.959679,0.335888
29805,波形,なみがた,0.608902,0.608902,0.0,0.60-0.65,0.608902,0.0,,normal_vocab,,,,,,,,,,,0.000882,0.0,0.0,0.0,0.0,0.0,0.699383,1.0,0.0,0.0,0.0,0.000882,0.999118,0.349691
29806,立て掛ける,たてかける,0.608913,0.608913,0.0,0.60-0.65,0.608913,0.0,23544.0,normal_vocab,,,,,,,,,,,0.106954,0.0,0.0,0.0,0.0,0.0,0.803741,1.0,0.0,0.0,0.0,0.106954,0.803741,0.281309
29807,五葉,ごよう,0.608925,0.608925,0.0,0.60-0.65,0.608925,0.0,11065.0,normal_vocab,,,,,,,,,,,0.085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030017,0.0,0.010506
29808,大化,たいか,0.608937,0.608937,0.0,0.60-0.65,0.608937,0.0,9898.0,deprioritized_vocab,,,,,,,,,,,0.191091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.067046,0.0,0.023466
29809,ダウ,だう,0.608948,0.608948,0.0,0.60-0.65,0.608948,0.0,9024.0,deprioritized_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29810,へたる,へたる,0.60896,0.60896,0.0,0.60-0.65,0.60896,0.0,,normal_vocab,,,,,,,,,,,0.027417,0.0,0.0,0.0,0.0,0.0,0.09118,0.0,0.0,0.0,0.0,0.0,0.972583,0.340404
29811,麺棒,めんぼう,0.608971,0.608971,0.0,0.60-0.65,0.608971,0.0,23544.0,normal_vocab,,,,,,,,,,,0.061281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.245
29812,のっぽ,のっぽ,0.608983,0.608983,0.0,0.60-0.65,0.608983,0.0,23544.0,normal_vocab,,,,,,,,,,,0.057069,0.0,0.0,0.0,0.0,0.0,0.0884,0.0,0.0,0.0,0.0,0.0,0.0884,0.03094
29813,ぼりぼり,ぼりぼり,0.608994,0.608994,0.0,0.60-0.65,0.608994,0.0,,normal_vocab,,,,,,,,,,,0.031921,0.0,0.0,0.0,0.0,0.0,0.12101,0.0,0.0,0.0,0.0,0.0,0.968079,0.338828
29814,大葉,おおば,0.609006,0.609006,0.0,0.60-0.65,0.609006,0.0,,normal_vocab,,,,,,,,,,,0.078365,0.0,0.0,0.0,0.0,0.0,0.804088,1.0,0.0,0.0,0.0,0.078365,0.921635,0.322572
29815,鵜呑み,うのみ,0.609018,0.609018,0.0,0.60-0.65,0.609018,0.0,23544.0,normal_vocab,,,,,,,,,,,0.105545,0.0,0.0,0.0,0.0,0.0,0.78712,1.0,0.0,1.0,0.0,0.105545,0.78712,0.35
29816,食い縛る,くいしばる,0.609029,0.609029,0.0,0.60-0.65,0.609029,0.0,,normal_vocab,,,,,,,,,,,0.120458,0.0,0.0,0.0,0.0,0.0,0.791588,1.0,0.0,1.0,1.0,0.120458,0.879542,0.35
29817,エルフ,えるふ,0.609041,0.609041,0.0,0.60-0.65,0.609041,0.0,23544.0,normal_vocab,,,,,,,,,,,0.067046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29818,まやかし,まやかし,0.609052,0.609052,0.0,0.60-0.65,0.609052,0.0,17861.0,normal_vocab,,,,,,,,,,,0.048023,0.0,0.0,0.0,0.0,0.0,0.118997,0.0,0.0,0.0,0.0,0.0,0.118997,0.041649
29819,利他,りた,0.609064,0.609064,0.0,0.60-0.65,0.609064,0.0,,normal_vocab,,,,,,,,,,,0.058494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058494,0.941506,0.329527
29820,ぴちぴち,ぴちぴち,0.609076,0.609076,0.0,0.60-0.65,0.609076,0.0,17861.0,normal_vocab,,,,,,,,,,,0.057546,0.0,0.0,0.0,0.0,0.0,0.117807,0.0,0.0,1.0,0.0,0.0,0.117807,0.35
29821,秒針,びょうしん,0.609087,0.609087,0.0,0.60-0.65,0.609087,0.0,,normal_vocab,,,,,,,,,,,0.025418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006355,0.974582,0.341104
