rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
23559,curda,,0.786189,0.786189,0.0,0.75-0.80,21213.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",drunkenness; drinking session,2.25,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23560,oscurantista,,0.786196,0.786196,0.0,0.75-0.80,23589.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",obscurantist,2.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,1,1,
23561,cretinismo,,0.786198,0.786198,0.0,0.75-0.80,23590.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",cretinism (the disease),1.83,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
23562,fumadero,,0.786202,0.786202,0.0,0.75-0.80,26005.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.61,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23563,gavia,,0.786213,0.786213,0.0,0.75-0.80,19531.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.32,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23564,ferretero,,0.786213,0.786213,0.0,0.75-0.80,26473.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23565,rasposo,,0.786215,0.786215,0.0,0.75-0.80,26155.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.61,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23566,pausar,,0.786215,0.786215,0.0,0.75-0.80,27296.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to pause,2.45,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23567,aludo,,0.786221,0.786221,0.0,0.75-0.80,21673.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","large-winged; forward, cheeky, pushy (without customary restraint or modesty)",1.85,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
23568,cabritilla,,0.786224,0.786224,0.0,0.75-0.80,23120.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.3,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23569,fastuosidad,,0.786226,0.786226,0.0,0.75-0.80,25227.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.79,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23570,raquis,,0.786243,0.786243,0.0,0.75-0.80,17397.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.45,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23571,riestra,,0.786261,0.786261,0.0,0.75-0.80,18816.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.59,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23572,isótropo,,0.786273,0.786273,0.0,0.75-0.80,22285.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.32,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23573,alfombrilla,,0.786287,0.786287,0.0,0.75-0.80,26632.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.32,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23574,cartagenero,,0.786292,0.786292,0.0,0.75-0.80,23216.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.24,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23575,baldo,,0.786305,0.786305,0.0,0.75-0.80,19792.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.36,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23576,bicoca,,0.786311,0.786311,0.0,0.75-0.80,22390.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23577,subjetivista,,0.786342,0.786342,0.0,0.75-0.80,25463.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.54,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23578,poto,,0.786343,0.786343,0.0,0.75-0.80,22202.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",buttocks; butt,2.81,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23579,historiar,,0.786356,0.786356,0.0,0.75-0.80,24314.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to depict (history), write down a history",1.42,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
23580,elaborador,,0.786361,0.786361,0.0,0.75-0.80,27460.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.76,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23581,albarda,,0.786376,0.786376,0.0,0.75-0.80,20621.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.57,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23582,delatora,,0.786391,0.786391,0.0,0.75-0.80,26006.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.72,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23583,trapezoide,,0.786394,0.786394,0.0,0.75-0.80,27297.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",trapezium (irregular quadrilateral); trapezoid (bone),1.84,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,2,1,
23584,inconexo,,0.786405,0.786405,0.0,0.75-0.80,24692.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.97,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23585,chismorreo,,0.786408,0.786408,0.0,0.75-0.80,25605.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",gossip,2.17,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
23586,regañado,,0.786432,0.786432,0.0,0.75-0.80,27298.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.51,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.063333,0,0,
23587,rebajamiento,,0.786438,0.786438,0.0,0.75-0.80,24564.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23588,chicharro,,0.78644,0.78644,0.0,0.75-0.80,24947.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.13,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23589,estupro,,0.786465,0.786465,0.0,0.75-0.80,21452.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",rape; statutory rape,2.72,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
23590,niñería,,0.786471,0.786471,0.0,0.75-0.80,26949.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.77,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.03,0,0,
23591,dionisíaco,,0.786475,0.786475,0.0,0.75-0.80,22286.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.68,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23592,leteo,,0.786477,0.786477,0.0,0.75-0.80,15994.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.51,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23593,armonio,,0.786478,0.786478,0.0,0.75-0.80,21597.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.12,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23594,toisón,,0.786484,0.786484,0.0,0.75-0.80,17254.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,
23595,neurobiólogo,,0.786493,0.786493,0.0,0.75-0.80,26950.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.36,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.186667,0,0,
23596,mielina,,0.786496,0.786496,0.0,0.75-0.80,21757.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",myelin,2.24,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23597,monarquismo,,0.7865,0.7865,0.0,0.75-0.80,25082.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.86,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23598,alícuota,,0.786501,0.786501,0.0,0.75-0.80,19749.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",aliquot; aliquot (contained an integral number of times),2.53,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,2,2,
23599,tartárico,,0.786507,0.786507,0.0,0.75-0.80,21983.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.83,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23600,carbonería,,0.786519,0.786519,0.0,0.75-0.80,26474.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.59,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23601,hábeas,,0.786524,0.786524,0.0,0.75-0.80,21005.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.6,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23602,guijo,,0.786525,0.786525,0.0,0.75-0.80,19952.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.18,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23603,malvasía,,0.78654,0.78654,0.0,0.75-0.80,19750.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23604,agronómico,,0.786543,0.786543,0.0,0.75-0.80,25228.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.11,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23605,ilusa,,0.786553,0.786553,0.0,0.75-0.80,27127.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.47,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23606,pugilato,,0.786573,0.786573,0.0,0.75-0.80,20204.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",boxing; conflict,1.65,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
23607,rondador,,0.786576,0.786576,0.0,0.75-0.80,25340.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.67,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23608,sensiblería,,0.786581,0.786581,0.0,0.75-0.80,23917.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","mawkishness, sentimentality, schmalz",1.92,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,1,1,
23609,mandoble,,0.786584,0.786584,0.0,0.75-0.80,20876.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.89,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23610,jamaiquino,,0.786591,0.786591,0.0,0.75-0.80,21145.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",jamaican,2.56,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,2,2,
23611,revalidación,,0.786591,0.786591,0.0,0.75-0.80,26951.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.28,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.186667,0,0,
23612,burladero,,0.786598,0.786598,0.0,0.75-0.80,24824.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.79,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23613,sitiador,,0.7866,0.7866,0.0,0.75-0.80,23314.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.77,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23614,teosofía,,0.786605,0.786605,0.0,0.75-0.80,20482.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23615,flirteo,,0.786616,0.786616,0.0,0.75-0.80,25229.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",an instance of (or the act of) flirting,2.27,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23616,intersticio,,0.786625,0.786625,0.0,0.75-0.80,22287.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.91,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23617,audímetro,,0.786625,0.786625,0.0,0.75-0.80,26156.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.43,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23618,culatazo,,0.786626,0.786626,0.0,0.75-0.80,24315.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23619,garrocha,,0.786636,0.786636,0.0,0.75-0.80,24825.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",pole (used in pole vault); goad,2.36,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
23620,osmótico,,0.786641,0.786641,0.0,0.75-0.80,22673.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.79,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23621,mercurial,,0.786662,0.786662,0.0,0.75-0.80,21902.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",mercurial,2.26,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
23622,anegar,,0.786667,0.786667,0.0,0.75-0.80,23706.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.49,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23623,argonauta,,0.786684,0.786684,0.0,0.75-0.80,23918.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.92,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23624,notabilidad,,0.786686,0.786686,0.0,0.75-0.80,26007.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.54,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23625,chicuela,,0.78672,0.78672,0.0,0.75-0.80,24108.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.58,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23626,inadaptada,,0.786724,0.786724,0.0,0.75-0.80,28193.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.93,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23627,frígido,,0.786743,0.786743,0.0,0.75-0.80,27128.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",frigid,1.82,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,1,1,
23628,inaprensible,,0.786759,0.786759,0.0,0.75-0.80,24109.0,normal_vocab,adjective,adjective,,,,,,,,missing_translation,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0,0,
23629,avenir,,0.786776,0.786776,0.0,0.75-0.80,22391.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage","to reconcile; to agree, accept; to match",2.35,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,4,1,dated
23630,hostilizar,,0.786788,0.786788,0.0,0.75-0.80,25341.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.64,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23631,grandullón,,0.786793,0.786793,0.0,0.75-0.80,22674.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23632,lardero,,0.786801,0.786801,0.0,0.75-0.80,18870.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.84,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23633,pijo,,0.786805,0.786805,0.0,0.75-0.80,23499.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage","snobby, posh, exhibiting stereotypical upper class behaviour; snob, dandy; penis",2.78,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,3,3,vulgar
23634,pillín,,0.786819,0.786819,0.0,0.75-0.80,26304.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.01,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23635,tontorrón,,0.786826,0.786826,0.0,0.75-0.80,24208.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.87,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23636,ovo,,0.786841,0.786841,0.0,0.75-0.80,19038.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",egg-shaped decoration,2.31,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23637,digesto,,0.786871,0.786871,0.0,0.75-0.80,23315.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23638,pandeo,,0.786881,0.786881,0.0,0.75-0.80,20815.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.99,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23639,hila,,0.786899,0.786899,0.0,0.75-0.80,22675.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.31,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23640,punzar,,0.7869,0.7869,0.0,0.75-0.80,26804.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.52,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23641,bóer,,0.786904,0.786904,0.0,0.75-0.80,16972.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.93,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23642,totemismo,,0.786917,0.786917,0.0,0.75-0.80,19839.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.65,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23643,zoroastrismo,,0.786922,0.786922,0.0,0.75-0.80,18046.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.83,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23644,interpolador,,0.786922,0.786922,0.0,0.75-0.80,23919.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23645,monógamo,,0.786929,0.786929,0.0,0.75-0.80,26633.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.04,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23646,descalabrado,,0.786931,0.786931,0.0,0.75-0.80,26634.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.54,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23647,pipeta,,0.786953,0.786953,0.0,0.75-0.80,25751.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.32,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23648,lobatón,,0.786954,0.786954,0.0,0.75-0.80,20877.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,
23649,veleidad,,0.786963,0.786963,0.0,0.75-0.80,21453.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","caprice, whimsy; fickleness",1.65,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
23650,acuarelista,,0.786966,0.786966,0.0,0.75-0.80,25752.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.73,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23651,palomera,,0.786988,0.786988,0.0,0.75-0.80,25753.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.32,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23652,anión,,0.786997,0.786997,0.0,0.75-0.80,20131.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",anion,2.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,1,1,
23653,fecho,,0.787005,0.787005,0.0,0.75-0.80,17045.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.24,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23654,prez,,0.787009,0.787009,0.0,0.75-0.80,16297.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage",honour,2.24,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,1,1,archaic
23655,debilitante,,0.787024,0.787024,0.0,0.75-0.80,26952.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",debilitating,2.18,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,1,1,
23656,regocijar,,0.787042,0.787042,0.0,0.75-0.80,26953.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to delight; to rejoice, to take delight",1.27,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,2,1,
23657,mucoso,,0.787047,0.787047,0.0,0.75-0.80,26157.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",mucous,1.87,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23658,trémolo,,0.787061,0.787061,0.0,0.75-0.80,21674.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.98,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23659,mojigato,,0.787082,0.787082,0.0,0.75-0.80,26635.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.97,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23660,caporal,,0.787094,0.787094,0.0,0.75-0.80,21675.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",corporal; foreman,2.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
23661,decibelio,,0.787112,0.787112,0.0,0.75-0.80,24209.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.34,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23662,irrisión,,0.787117,0.787117,0.0,0.75-0.80,20680.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.16,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23663,despellejar,,0.787125,0.787125,0.0,0.75-0.80,27787.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.96,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23664,ligamiento,,0.78713,0.78713,0.0,0.75-0.80,24015.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.81,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23665,gastador,,0.787142,0.787142,0.0,0.75-0.80,26636.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333,0,0,
23666,distender,,0.787165,0.787165,0.0,0.75-0.80,24451.0,normal_vocab,verb,verb,,,,,,,,missing_translation,,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0,0,
23667,madrás,,0.78717,0.78717,0.0,0.75-0.80,17787.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.29,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23668,mimesis,,0.78718,0.78718,0.0,0.75-0.80,20816.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",mimesis,1.92,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23669,apacentar,,0.787182,0.787182,0.0,0.75-0.80,23027.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.61,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23670,piñonero,,0.787189,0.787189,0.0,0.75-0.80,23707.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.65,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.063333,0,0,
23671,bióxido,,0.787193,0.787193,0.0,0.75-0.80,24948.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.94,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23672,orogénesis,,0.787198,0.787198,0.0,0.75-0.80,22765.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.57,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23673,desazonado,,0.787224,0.787224,0.0,0.75-0.80,25606.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23674,boticaria,,0.787225,0.787225,0.0,0.75-0.80,26008.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.66,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23675,apátrida,,0.787234,0.787234,0.0,0.75-0.80,22203.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.7,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
